Cod_setor,Cod_Grandes Regiões,Nome_Grande_Regiao,Cod_UF,Nome_da_UF,Cod_meso,Nome_da_meso,Cod_micro,Nome_da_micro,Cod_RM,Nome_da_RM,Cod_municipio,Nome_do_municipio,Cod_distrito,Nome_do_distrito,Cod_subdistrito,Nome_do_subdistrito,Cod_bairro,Nome_do_bairro,Situacao_setor,Tipo_setor,V001,V002,V003,V004,V005,V006,V007,V008,V009,V010,V011,V012,X34
330390605000027,3,Região Sudeste,33,Rio de Janeiro,3306,Metropolitana do Rio de Janeiro,33015,Serrana,00,Municípios não pertencentes a estrutura de RM,3303906,PETRÓPOLIS,330390605,PETRÓPOLIS,33039060500,PETRÓPOLIS,3303906e3,PETRÓPOLIS (todos os setores),1,0,241,770,3.2,2.56,828.04,279376.02,875.25,253870.2,530.54,262907.64,772.94,195522.51,NA
330390605000028,3,Região Sudeste,33,Rio de Janeiro,3306,Metropolitana do Rio de Janeiro,33015,Serrana,00,Municípios não pertencentes a estrutura de RM,3303906,PETRÓPOLIS,330390605,PETRÓPOLIS,33039060500,PETRÓPOLIS,3303906e3,PETRÓPOLIS (todos os setores),1,0,233,726,3.12,2.34,752.99,353903.26,843.49,319937.79,501.59,282921.25,741.22,240366.34,NA
330390605000029,3,Região Sudeste,33,Rio de Janeiro,3306,Metropolitana do Rio de Janeiro,33015,Serrana,00,Municípios não pertencentes a estrutura de RM,3303906,PETRÓPOLIS,330390605,PETRÓPOLIS,33039060500,PETRÓPOLIS,3303906e3,PETRÓPOLIS (todos os setores),1,0,108,337,3.12,1.94,824.4,679315.29,1059.94,623075,646.91,554714.37,970.37,518016.4,NA
330390605000030,3,Região Sudeste,33,Rio de Janeiro,3306,Metropolitana do Rio de Janeiro,33015,Serrana,00,Municípios não pertencentes a estrutura de RM,3303906,PETRÓPOLIS,330390605,PETRÓPOLIS,33039060500,PETRÓPOLIS,3303906e3,PETRÓPOLIS (todos os setores),1,0,290,788,2.72,1.96,1959.39,2900624.27,2073.8,2832477.37,1278.17,2354883.07,1708.23,2412684.93,NA
330390605000031,3,Região Sudeste,33,Rio de Janeiro,3306,Metropolitana do Rio de Janeiro,33015,Serrana,00,Municípios não pertencentes a estrutura de RM,3303906,PETRÓPOLIS,330390605,PETRÓPOLIS,33039060500,PETRÓPOLIS,3303906e3,PETRÓPOLIS (todos os setores),1,0,172,477,2.77,1.74,2065.78,6975644.45,2417.1,7315104.33,1604,5512780.45,2211.72,6259675.37,NA
330390605000032,3,Região Sudeste,33,Rio de Janeiro,3306,Metropolitana do Rio de Janeiro,33015,Serrana,00,Municípios não pertencentes a estrutura de RM,3303906,PETRÓPOLIS,330390605,PETRÓPOLIS,33039060500,PETRÓPOLIS,3303906e3,PETRÓPOLIS (todos os setores),1,0,192,549,2.86,2.07,2029.08,6057058.21,2164.35,6168706.68,1312.63,3848291.31,1807.09,4405894.55,NA
330390605000033,3,Região Sudeste,33,Rio de Janeiro,3306,Metropolitana do Rio de Janeiro,33015,Serrana,00,Municípios não pertencentes a estrutura de RM,3303906,PETRÓPOLIS,330390605,PETRÓPOLIS,33039060500,PETRÓPOLIS,3303906e3,PETRÓPOLIS (todos os setores),1,7,NA,NA,NA,NA,NA,NA,NA,NA,27.59,22068.97,800,0,NA
330390605000034,3,Região Sudeste,33,Rio de Janeiro,3306,Metropolitana do Rio de Janeiro,33015,Serrana,00,Municípios não pertencentes a estrutura de RM,3303906,PETRÓPOLIS,330390605,PETRÓPOLIS,33039060500,PETRÓPOLIS,3303906e3,PETRÓPOLIS (todos os setores),1,0,194,523,2.7,2.03,3832.21,17970934.98,3997.03,18085680.2,2292.11,13136513.46,3212.87,15461903.84,NA
330390605000035,3,Região Sudeste,33,Rio de Janeiro,3306,Metropolitana do Rio de Janeiro,33015,Serrana,00,Municípios não pertencentes a estrutura de RM,3303906,PETRÓPOLIS,330390605,PETRÓPOLIS,33039060500,PETRÓPOLIS,3303906e3,PETRÓPOLIS (todos os setores),1,0,193,604,3.13,2.53,2547.55,21277514.93,2746.8,22400653.88,1350.52,9487500.3,1940.52,12494976.85,NA
330390605000036,3,Região Sudeste,33,Rio de Janeiro,3306,Metropolitana do Rio de Janeiro,33015,Serrana,00,Municípios não pertencentes a estrutura de RM,3303906,PETRÓPOLIS,330390605,PETRÓPOLIS,33039060500,PETRÓPOLIS,3303906e3,PETRÓPOLIS (todos os setores),1,0,36,100,2.78,1.49,2637.86,7408106.41,2967.59,7353913.67,1921.08,9432645.72,2683.87,11156096,NA
330390605000037,3,Região Sudeste,33,Rio de Janeiro,3306,Metropolitana do Rio de Janeiro,33015,Serrana,00,Municípios não pertencentes a estrutura de RM,3303906,PETRÓPOLIS,330390605,PETRÓPOLIS,33039060500,PETRÓPOLIS,3303906e3,PETRÓPOLIS (todos os setores),1,0,208,525,2.52,1.61,2393.33,6512896.13,2440.25,6526148.71,1470.71,4043495.8,1981.92,4436864.62,NA
330390605000038,3,Região Sudeste,33,Rio de Janeiro,3306,Metropolitana do Rio de Janeiro,33015,Serrana,00,Municípios não pertencentes a estrutura de RM,3303906,PETRÓPOLIS,330390605,PETRÓPOLIS,33039060500,PETRÓPOLIS,3303906e3,PETRÓPOLIS (todos os setores),1,0,130,366,2.82,1.89,1463.38,3085573.82,1761.48,3189991.35,1244.24,3068576.21,1629.37,3392152.23,NA
330390605000039,3,Região Sudeste,33,Rio de Janeiro,3306,Metropolitana do Rio de Janeiro,33015,Serrana,00,Municípios não pertencentes a estrutura de RM,3303906,PETRÓPOLIS,330390605,PETRÓPOLIS,33039060500,PETRÓPOLIS,3303906e3,PETRÓPOLIS (todos os setores),1,0,126,267,2.12,1.03,1561.7,1755425.7,1756.91,1630770.33,1240.36,1915084.07,1607.41,1891680.55,NA
330390605000040,3,Região Sudeste,33,Rio de Janeiro,3306,Metropolitana do Rio de Janeiro,33015,Serrana,00,Municípios não pertencentes a estrutura de RM,3303906,PETRÓPOLIS,330390605,PETRÓPOLIS,33039060500,PETRÓPOLIS,3303906e3,PETRÓPOLIS (todos os setores),1,0,219,393,1.79,0.97,1289.59,2168758.11,1377.66,2195670,1170.96,2524800.58,1365.52,2679104.5,NA
330390605000041,3,Região Sudeste,33,Rio de Janeiro,3306,Metropolitana do Rio de Janeiro,33015,Serrana,00,Municípios não pertencentes a estrutura de RM,3303906,PETRÓPOLIS,330390605,PETRÓPOLIS,33039060500,PETRÓPOLIS,3303906e3,PETRÓPOLIS (todos os setores),1,0,196,566,2.89,1.94,2217.03,8691797.42,2526.38,9125587.34,1316.17,5942872.44,2226.83,8032339,NA
330390605000042,3,Região Sudeste,33,Rio de Janeiro,3306,Metropolitana do Rio de Janeiro,33015,Serrana,00,Municípios não pertencentes a estrutura de RM,3303906,PETRÓPOLIS,330390605,PETRÓPOLIS,33039060500,PETRÓPOLIS,3303906e3,PETRÓPOLIS (todos os setores),1,0,225,708,3.15,2.78,874.66,690273.95,969.45,673102.89,600.86,473729.99,861.61,454600.22,NA
330390605000043,3,Região Sudeste,33,Rio de Janeiro,3306,Metropolitana do Rio de Janeiro,33015,Serrana,00,Municípios não pertencentes a estrutura de RM,3303906,PETRÓPOLIS,330390605,PETRÓPOLIS,33039060500,PETRÓPOLIS,3303906e3,PETRÓPOLIS (todos os setores),1,0,214,692,3.23,2.65,633.53,909326.02,909.91,1055519.26,565.61,1001477.64,903.46,1295235.94,NA
330390605000044,3,Região Sudeste,33,Rio de Janeiro,3306,Metropolitana do Rio de Janeiro,33015,Serrana,00,Municípios não pertencentes a estrutura de RM,3303906,PETRÓPOLIS,330390605,PETRÓPOLIS,33039060500,PETRÓPOLIS,3303906e3,PETRÓPOLIS (todos os setores),1,0,355,1128,3.18,2.58,916.32,1517795.14,1029.41,1588927.37,625.79,882131.87,893.99,1020627.88,NA
330390605000045,3,Região Sudeste,33,Rio de Janeiro,3306,Metropolitana do Rio de Janeiro,33015,Serrana,00,Municípios não pertencentes a estrutura de RM,3303906,PETRÓPOLIS,330390605,PETRÓPOLIS,33039060500,PETRÓPOLIS,3303906e3,PETRÓPOLIS (todos os setores),1,0,95,274,2.88,2.02,2049.32,8239809.73,2464.37,8894075.03,1416.42,6202765.96,2095.64,7762911.84,NA
330390605000046,3,Região Sudeste,33,Rio de Janeiro,3306,Metropolitana do Rio de Janeiro,33015,Serrana,00,Municípios não pertencentes a estrutura de RM,3303906,PETRÓPOLIS,330390605,PETRÓPOLIS,33039060500,PETRÓPOLIS,3303906e3,PETRÓPOLIS (todos os setores),1,0,269,763,2.84,2.06,1525,2142087.84,1745.63,2066532.63,1227.4,2486047.29,1568.96,2642246.12,NA
330390605000047,3,Região Sudeste,33,Rio de Janeiro,3306,Metropolitana do Rio de Janeiro,33015,Serrana,00,Municípios não pertencentes a estrutura de RM,3303906,PETRÓPOLIS,330390605,PETRÓPOLIS,33039060500,PETRÓPOLIS,3303906e3,PETRÓPOLIS (todos os setores),1,0,162,463,2.86,2.16,1850.55,10250435.73,2126.16,11197815.61,1235.15,5401057.53,1682.3,6607684.07,NA
330390605000048,3,Região Sudeste,33,Rio de Janeiro,3306,Metropolitana do Rio de Janeiro,33015,Serrana,00,Municípios não pertencentes a estrutura de RM,3303906,PETRÓPOLIS,330390605,PETRÓPOLIS,33039060500,PETRÓPOLIS,3303906e3,PETRÓPOLIS (todos os setores),1,0,172,515,2.99,1.81,1413.21,2720954.77,1711.77,2785180.08,1138.47,2954089.13,1583.81,3405654.1,NA
330390605000049,3,Região Sudeste,33,Rio de Janeiro,3306,Metropolitana do Rio de Janeiro,33015,Serrana,00,Municípios não pertencentes a estrutura de RM,3303906,PETRÓPOLIS,330390605,PETRÓPOLIS,33039060500,PETRÓPOLIS,3303906e3,PETRÓPOLIS (todos os setores),1,0,253,744,2.94,2.01,896.03,1818168.62,1074.39,1989265.11,687.55,995107.93,981.58,1132347.84,NA
330390605000050,3,Região Sudeste,33,Rio de Janeiro,3306,Metropolitana do Rio de Janeiro,33015,Serrana,00,Municípios não pertencentes a estrutura de RM,3303906,PETRÓPOLIS,330390605,PETRÓPOLIS,33039060500,PETRÓPOLIS,3303906e3,PETRÓPOLIS (todos os setores),1,0,119,355,2.98,2.27,926.86,1588271.45,1081.33,1686910.15,788.55,1265205.41,1076.8,1417948.02,NA
330390605000051,3,Região Sudeste,33,Rio de Janeiro,3306,Metropolitana do Rio de Janeiro,33015,Serrana,00,Municípios não pertencentes a estrutura de RM,3303906,PETRÓPOLIS,330390605,PETRÓPOLIS,33039060500,PETRÓPOLIS,3303906e3,PETRÓPOLIS (todos os setores),1,0,286,894,3.13,2.11,1213.37,1080449.07,1243.81,1069653.01,721.26,716680.92,969.27,722739.34,NA
330390605000052,3,Região Sudeste,33,Rio de Janeiro,3306,Metropolitana do Rio de Janeiro,33015,Serrana,00,Municípios não pertencentes a estrutura de RM,3303906,PETRÓPOLIS,330390605,PETRÓPOLIS,33039060500,PETRÓPOLIS,3303906e3,PETRÓPOLIS (todos os setores),1,0,110,345,3.14,2.56,2581.31,9435484.73,2653.68,9508659.56,1396.33,5442834.52,1993,6584493.76,NA
330390605000053,3,Região Sudeste,33,Rio de Janeiro,3306,Metropolitana do Rio de Janeiro,33015,Serrana,00,Municípios não pertencentes a estrutura de RM,3303906,PETRÓPOLIS,330390605,PETRÓPOLIS,33039060500,PETRÓPOLIS,3303906e3,PETRÓPOLIS (todos os setores),1,0,163,512,3.14,2.33,1626.04,4206750.78,1766.96,4323105.9,987.48,2308099.93,1394.45,2693078.78,NA
330390605000054,3,Região Sudeste,33,Rio de Janeiro,3306,Metropolitana do Rio de Janeiro,33015,Serrana,00,Municípios não pertencentes a estrutura de RM,3303906,PETRÓPOLIS,330390605,PETRÓPOLIS,33039060500,PETRÓPOLIS,3303906e3,PETRÓPOLIS (todos os setores),1,0,243,739,3.04,2.18,1427.67,3745395.51,1628.75,3946349.53,919.41,2188224.49,1346.42,2630578.83,NA
330390605000055,3,Região Sudeste,33,Rio de Janeiro,3306,Metropolitana do Rio de Janeiro,33015,Serrana,00,Municípios não pertencentes a estrutura de RM,3303906,PETRÓPOLIS,330390605,PETRÓPOLIS,33039060500,PETRÓPOLIS,3303906e3,PETRÓPOLIS (todos os setores),1,0,195,562,2.88,1.56,2441.24,14748173.93,2850.55,16062030.43,1485.45,7745273.2,2226,9964597.31,NA
330390605000056,3,Região Sudeste,33,Rio de Janeiro,3306,Metropolitana do Rio de Janeiro,33015,Serrana,00,Municípios não pertencentes a estrutura de RM,3303906,PETRÓPOLIS,330390605,PETRÓPOLIS,33039060500,PETRÓPOLIS,3303906e3,PETRÓPOLIS (todos os setores),1,0,244,734,3.01,2.24,1532.67,3888241.96,1647.45,3990787.24,985.65,2390843.36,1358.22,2789340.01,NA
330390605000057,3,Região Sudeste,33,Rio de Janeiro,3306,Metropolitana do Rio de Janeiro,33015,Serrana,00,Municípios não pertencentes a estrutura de RM,3303906,PETRÓPOLIS,330390605,PETRÓPOLIS,33039060500,PETRÓPOLIS,3303906e3,PETRÓPOLIS (todos os setores),1,0,121,350,2.89,2.8,1728.83,6698759.07,1884.59,7011542.9,1262.68,6570753.94,1726.75,8191250.98,NA
330390605000058,3,Região Sudeste,33,Rio de Janeiro,3306,Metropolitana do Rio de Janeiro,33015,Serrana,00,Municípios não pertencentes a estrutura de RM,3303906,PETRÓPOLIS,330390605,PETRÓPOLIS,33039060500,PETRÓPOLIS,3303906e3,PETRÓPOLIS (todos os setores),1,0,319,912,2.86,2.43,2204.6,11449341.42,2476.29,12190169.74,1287.91,5887923.06,1911.6,7549906.13,NA
330390605000059,3,Região Sudeste,33,Rio de Janeiro,3306,Metropolitana do Rio de Janeiro,33015,Serrana,00,Municípios não pertencentes a estrutura de RM,3303906,PETRÓPOLIS,330390605,PETRÓPOLIS,33039060500,PETRÓPOLIS,3303906e3,PETRÓPOLIS (todos os setores),1,0,289,1029,3.56,3.31,594.91,173839.62,671.6,144631.31,377.31,181372.46,635.06,141503.03,NA
330390605000060,3,Região Sudeste,33,Rio de Janeiro,3306,Metropolitana do Rio de Janeiro,33015,Serrana,00,Municípios não pertencentes a estrutura de RM,3303906,PETRÓPOLIS,330390605,PETRÓPOLIS,33039060500,PETRÓPOLIS,3303906e3,PETRÓPOLIS (todos os setores),1,0,319,896,2.81,2.11,616.55,319015.17,783.59,274378.36,518.44,278783.19,765.59,222363.58,NA
330390605000061,3,Região Sudeste,33,Rio de Janeiro,3306,Metropolitana do Rio de Janeiro,33015,Serrana,00,Municípios não pertencentes a estrutura de RM,3303906,PETRÓPOLIS,330390605,PETRÓPOLIS,33039060500,PETRÓPOLIS,3303906e3,PETRÓPOLIS (todos os setores),1,0,131,436,3.33,2.62,719.73,610116.24,906.59,599005.91,510.64,437263.9,812.68,450498.31,NA
330390605000062,3,Região Sudeste,33,Rio de Janeiro,3306,Metropolitana do Rio de Janeiro,33015,Serrana,00,Municípios não pertencentes a estrutura de RM,3303906,PETRÓPOLIS,330390605,PETRÓPOLIS,33039060500,PETRÓPOLIS,3303906e3,PETRÓPOLIS (todos os setores),1,0,248,792,3.19,2.78,1149.5,2729018.84,1425.38,2992067.53,909.33,1993516.08,1262.95,2322789.68,NA
330390605000063,3,Região Sudeste,33,Rio de Janeiro,3306,Metropolitana do Rio de Janeiro,33015,Serrana,00,Municípios não pertencentes a estrutura de RM,3303906,PETRÓPOLIS,330390605,PETRÓPOLIS,33039060500,PETRÓPOLIS,3303906e3,PETRÓPOLIS (todos os setores),1,0,153,475,3.1,2.44,1994.49,7045441.65,2179.69,7297778.72,1500.95,5065453.86,2076.47,5814986.13,NA
330390605000064,3,Região Sudeste,33,Rio de Janeiro,3306,Metropolitana do Rio de Janeiro,33015,Serrana,00,Municípios não pertencentes a estrutura de RM,3303906,PETRÓPOLIS,330390605,PETRÓPOLIS,33039060500,PETRÓPOLIS,3303906e3,PETRÓPOLIS (todos os setores),1,0,167,418,2.5,2.26,3577.13,19102575.26,3710.43,19321195.88,2215.23,12181836.45,3040.21,14217421.73,NA
330390605000065,3,Região Sudeste,33,Rio de Janeiro,3306,Metropolitana do Rio de Janeiro,33015,Serrana,00,Municípios não pertencentes a estrutura de RM,3303906,PETRÓPOLIS,330390605,PETRÓPOLIS,33039060500,PETRÓPOLIS,3303906e3,PETRÓPOLIS (todos os setores),1,0,200,600,3,2.17,1087.95,1201670.46,1189.02,1193084.53,769.56,964455.58,1050.48,1021565.33,NA
